features,j_cmi,MIfy
308,1.985797062073829,1.985797062073829
314,0.018940822291139137,1.6058449741796328
299,0.15647621976032067,1.5582245482994543
229,-0.0025095863812731878,1.4465642753710486
179,0.0664385428251959,1.4164601539481034
79,0.019101680230411144,1.2481161494989883
56,0.012865099864501461,1.199083267071503
220,0.042303114190904045,1.0676768935939598
31,0.09781111183551394,0.8752583638285745
21,0.016232195816478723,0.7304850617305658
289,-0.011384170177052733,0.725383535080852
259,0.05290906251510408,0.7160928552927643
277,0.0019503971255102615,0.698189117285474
133,0.010559844897925053,0.6808368378461616
134,0.004949157101201029,0.6736807449498885
96,0.06544744985841122,0.6653499758056509
99,0.0083894093673067,0.6541907307616053
295,0.03385721222029392,0.6452589753879172
256,0.056362870395156306,0.643923924201077
203,0.01194102388032936,0.5926606885626731
305,0.026570373212578713,0.5790552434536087
159,0.006659616566813242,0.5715291757590317
26,0.05383974632266442,0.5440642098175417
55,0.04341799143612779,0.5404998796018186
9,0.026495925175489432,0.4422979913242864
17,0.06492438438906828,0.4265897967247785
183,0.005556600179540128,0.389527131265311
158,0.03760710033278242,0.3880957976425503
316,0.04194036902450038,0.3844411454005543
182,0.00942601385180264,0.35615336853102963
286,0.0038029014770346037,0.3067199203014419
160,0.07034836030813779,0.261409185136793
214,0.0014754979317503913,0.23369117429318376
151,0.0022490557029672953,0.22524778702552162
227,-0.014274468374228189,0.21699784177778003
307,0.003407791209861344,0.18294187908719106
7,0.006872789401136781,0.17225792775513726
318,-0.0022217629445500098,0.17212344415369119
221,-0.028142775118440155,0.1714019948219212
149,-0.02764352870044523,0.1604691389376547
184,0.003818428070561486,0.14769871562062287
54,0.0015499143013599226,0.1443477121584542
226,-0.026405973084047518,0.12320182373360389
69,-0.01813401698665762,0.12062016205802939
247,-0.041473485342272076,0.12044120542894232
23,0.003620929787688937,0.11016880995821055
4,-0.0017937820966074797,0.10036017285498433
281,-0.013232411137541852,0.09333008738329918
194,-0.017884073769507097,0.08403737091774133
60,0.0001714099348848197,0.08357541011996483
