features,j_cmi,MIfy
OTU_2,2.3147889427579402,2.3147889427579402
OTU_23,0.137153220779882,2.3147889427579402
OTU_28,-0.07918496463279912,2.3147889427579402
OTU_27,-0.04872570092797002,2.3147889427579402
OTU_3,-0.03479886509386265,2.3147889427579402
OTU_39,-0.08447591346435557,2.3147889427579402
OTU_74,-0.08473100923057864,2.270344498313496
OTU_45,-0.10046890232056738,2.270344498313496
OTU_41,-0.0068319728754291376,2.2345747099926783
OTU_24,-0.09085449789234445,2.147905053772897
OTU_71,-0.09498974489211998,2.075791442709864
OTU_42,0.09072090654351217,2.012352487770455
OTU_29,-0.08153594043661117,1.7773766443125476
OTU_87,0.17803143723486592,1.577455257149222
OTU_94,-0.0981145776537593,1.4454722672114912
OTU_84,-0.11471630648398734,1.383084806254908
OTU_59,0.049075031773166855,1.0321180672030654
OTU_67,-0.12308992577695732,0.9170867882637244
OTU_82,-0.04953734468138904,0.9130868948029365
OTU_26,-0.008460341635177615,0.7943705835743198
OTU_63,-0.12311043434278468,0.6612967310277409
OTU_52,-0.12834860835418738,0.6173099387899239
OTU_68,-0.13292887445657564,0.5419822842863988
OTU_69,-0.10778883200745082,0.5274225707035742
OTU_78,-0.114578196569881,0.5101792842837494
OTU_19,-0.1263483349221428,0.47977782752262366
OTU_12,-0.09543192458810901,0.4793490180946076
OTU_37,-0.11204545650195685,0.47219026329382263
OTU_47,-0.11956627658415653,0.4721902632938222
OTU_62,-0.10684402248604352,0.4594246413781682
OTU_60,-0.10561397340616441,0.4389872071883021
OTU_50,-0.11608021719728412,0.416839929376676
OTU_18,-0.11079309977528395,0.391383963419317
OTU_57,-0.10103232549212776,0.391383963419317
OTU_103,-0.06228701071234716,0.38686832790609804
OTU_51,-0.09466530388537575,0.3792007081789497
OTU_6,-0.17936096690409542,0.3652186974436016
OTU_44,-0.10457729933729415,0.35660501826794544
OTU_61,-0.11078616460549229,0.34650651699979207
OTU_99,-0.06062482368776473,0.34650651699979207
OTU_72,-0.03209367602913704,0.3429369409350804
OTU_93,-0.10401612712994163,0.324359239188166
OTU_11,-0.11673880384017377,0.30815799578370884
OTU_81,-0.48156457616086457,0.2796857691578216
OTU_92,-0.054330619385066115,0.2786596542109665
OTU_7,-0.12237585121899469,0.2710720899821655
OTU_105,-0.039581042523471666,0.2664763989705996
OTU_48,-0.08143140595410658,0.263484525753364
OTU_95,-0.08849179465099244,0.263484525753364
OTU_107,-0.10978249513297206,0.2624584108065098
