features,j_cmi,MIfy
OTU_1,1.5797349418683175,1.5797349418683175
OTU_42,-0.0510705460594536,1.5797349418683175
OTU_924,-0.02468349442438189,1.5797349418683175
OTU_1343,-0.06687442999283943,0.37024073837765337
OTU_407,-0.07563014925002376,0.33712366147090544
OTU_1375,-0.07099934930656521,0.32489739517946914
OTU_1311,-0.03695901746655972,0.3050108891425114
OTU_85,-0.07698191598680665,0.3012167712597167
OTU_1198,-0.03350689007184493,0.2972937622343794
OTU_1201,-0.06899012050632142,0.28701677582896057
OTU_701,-0.06190288194625565,0.28236032151873713
OTU_1134,-0.0707565153881603,0.2798527356117222
OTU_1433,-0.06393263593674764,0.2793954995496417
OTU_1216,-0.07137905903151137,0.2767144292172681
OTU_773,-0.05498781963710414,0.27624285143612637
OTU_1408,-0.07240936140848858,0.2755341251604737
OTU_113,-0.029581142284040685,0.2735036739900072
OTU_1184,-0.07458411980509189,0.27201661992566173
OTU_87,-0.07029148978281224,0.27172321044443626
OTU_1371,-0.06756829462740205,0.27165093016000785
OTU_481,-0.06100591694476787,0.27130247709962907
OTU_544,-0.05251667637445029,0.2705313839658663
OTU_726,-0.07307126214452353,0.26662779349541443
OTU_1160,-0.06002811195046043,0.26662779349541443
OTU_435,-0.12676788877169026,0.26581497012095623
OTU_107,-0.07769081491923124,0.26194242838715875
OTU_433,-0.06592992303050038,0.2618919610956194
OTU_72,-0.040612110298013815,0.26070624048844504
OTU_663,-0.05641687787251087,0.2602916881358792
OTU_1397,-0.0839436057950052,0.25438344781239874
OTU_101,-0.07119202795439006,0.2500265136145752
OTU_1189,-0.14096120422438674,0.24743695324352566
OTU_465,-0.05886085415981973,0.24561379747154777
OTU_14,-0.05974392570136405,0.24145685267895312
OTU_99,-0.07773548843580391,0.24039720713670198
OTU_578,-0.07256588550922877,0.23724622079210156
OTU_1226,-0.11263897705502945,0.23524072659513395
OTU_1309,-0.07112408754412392,0.23249261637480512
OTU_496,-0.0776790368151879,0.2259128058356641
OTU_1296,-0.07829048391522231,0.22590476544872207
OTU_941,-0.0348537737130904,0.22537008015165183
OTU_1318,-0.20710365174710682,0.22155103392242537
OTU_486,-0.08325847843348905,0.21596452698327173
OTU_1040,-0.07381186800969758,0.2106372301930819
OTU_752,-0.07589901479617556,0.20672544919718994
OTU_1293,-0.0747075703226796,0.20309080022600234
OTU_1404,-0.04597698274552223,0.19905303617179504
OTU_56,-0.05441619878304704,0.18794244040474384
OTU_535,-0.35938449176543696,0.18243633038238372
OTU_1291,-0.7131071746706386,0.17592674378834183
