feature_names,importance
OTU_68,0.0818597806384381
OTU_108,0.0678162621835777
OTU_48,0.05526725914627905
OTU_37,0.052628520265611003
OTU_56,0.0418558876205577
OTU_54,0.04030017510087945
OTU_71,0.035275704702581526
OTU_103,0.03220707416669784
OTU_84,0.028232563978420736
OTU_57,0.02715717373211565
OTU_32,0.025850666964021583
OTU_97,0.025516111542704587
OTU_36,0.02322259422141179
OTU_93,0.021082928999333492
OTU_90,0.019961886791060753
OTU_75,0.01830817986171005
OTU_70,0.01734946405932693
OTU_92,0.01728151204367432
OTU_96,0.016834159979326777
OTU_72,0.016829780193281307
OTU_47,0.0162917864100751
OTU_67,0.015649567338807624
OTU_34,0.015350444129228093
OTU_26,0.014927545427707595
OTU_40,0.014857223111731925
OTU_10,0.014819796822486877
OTU_79,0.01472923082544686
OTU_15,0.014568967054625048
OTU_11,0.014149244713385224
OTU_98,0.013466073774201193
OTU_30,0.013446492265231402
OTU_39,0.01309648814132637
OTU_107,0.012640784670880225
OTU_12,0.012500645097200303
OTU_49,0.011850146877613191
OTU_104,0.011640413288392746
OTU_73,0.011337712653520968
OTU_99,0.011101387958205273
OTU_94,0.011025523614317112
OTU_81,0.010572845827227742
OTU_102,0.008119719674760403
OTU_88,0.008083145880941084
OTU_58,0.007909099818969817
OTU_95,0.007255472384510213
OTU_29,0.00718668158385966
OTU_63,0.006489922719358701
OTU_21,0.005944484991812661
OTU_64,0.0057988806570713584
OTU_78,0.0055246723126236704
OTU_28,0.004827913783471186
