feature_names,importance
OTU_14,0.05336816486773114
OTU_40,0.047683147414306945
OTU_60,0.041353473114474196
OTU_26,0.03564032131462681
OTU_75,0.03262783223807454
OTU_89,0.03191434777708204
OTU_57,0.031664272056231846
OTU_90,0.030844144941959903
OTU_78,0.03081399971105743
OTU_24,0.029592834235230642
OTU_80,0.029230919431740172
OTU_99,0.025583947469397468
OTU_51,0.02471496343844117
OTU_31,0.023209764904885365
OTU_86,0.023175951468263265
OTU_30,0.02234134745409187
OTU_53,0.021685553662519928
OTU_11,0.02117370434832989
OTU_59,0.02032094412076971
OTU_41,0.020232895557589087
OTU_62,0.019765296175329343
OTU_85,0.019495334818833535
OTU_48,0.019475978879672718
OTU_10,0.018446386218782845
OTU_63,0.017674514980429944
OTU_82,0.01705665929072785
OTU_34,0.01702347466942443
OTU_74,0.016934391197275984
OTU_42,0.01654269694178069
OTU_12,0.01581299358510249
OTU_33,0.015688281720817907
OTU_21,0.015315614982325396
OTU_72,0.013666737067713822
OTU_8,0.013601798656187544
OTU_98,0.012927825792635085
OTU_88,0.012511493315369805
OTU_76,0.012259631615806722
OTU_83,0.011893855401791654
OTU_95,0.011752155039294901
OTU_91,0.011674291969543204
OTU_84,0.011389668958807003
OTU_32,0.010833070405353699
OTU_28,0.010255164664271146
OTU_15,0.009802302783074984
OTU_97,0.009532518467571392
OTU_49,0.009484493777530748
OTU_17,0.009185976197075202
OTU_93,0.008559924221970522
OTU_50,0.00805857822130573
OTU_92,0.006206360457390409
