feature_names,importance
OTU_252,0.163011953446874
OTU_149,0.08595727682854265
OTU_66,0.06948969925145447
OTU_1,0.06839838105808058
OTU_154,0.035966503891743815
OTU_51,0.03579770165146928
OTU_50,0.03239014587966231
OTU_283,0.03000695641961344
OTU_146,0.02990203272873417
OTU_173,0.028788077063702
OTU_280,0.027501983289384684
OTU_84,0.023721874884713876
OTU_279,0.02126876005329354
OTU_169,0.01924180383414089
OTU_277,0.0188341245000585
OTU_2,0.017945716824147636
OTU_108,0.01674752521891455
OTU_177,0.016502601063568524
OTU_107,0.015386328497504553
OTU_39,0.01472153607602951
OTU_113,0.013800204855705276
OTU_256,0.013676711838583702
OTU_227,0.012765510755935797
OTU_133,0.011922595779009287
OTU_171,0.011047751225758578
OTU_259,0.01066441772886377
OTU_102,0.010417107096990933
OTU_188,0.010064985086350965
OTU_248,0.0098831173899617
OTU_281,0.009702063059789693
OTU_257,0.009131804693439983
OTU_77,0.008372137527144906
OTU_142,0.008240818221260066
OTU_145,0.007988626911662569
OTU_174,0.007905316786513393
OTU_130,0.007638872807814493
OTU_246,0.00759019219186871
OTU_269,0.006241971943970124
OTU_198,0.006085366642145698
OTU_258,0.005931745311586092
OTU_118,0.005255220055272454
OTU_127,0.005019896813419034
OTU_221,0.004925990571626475
OTU_38,0.0049238511301708575
OTU_239,0.004490778982369431
OTU_21,0.004093631637491241
OTU_110,0.004076366749489526
OTU_158,0.004032920273528388
OTU_104,0.0016011480876987794
OTU_111,0.0009278953829451508
